1328207479 0
1328270856 456
1328286504 798
1328290779 907
1328527347 873
1328537592 1021
1328537595 1021
1328539457 987
1328540023 1014
1328543833 1036
1328546245 1125
1328553186 1170
1328607519 1170
1328631731 1381
1328698530 1486
1328703379 1531
1328709171 1635
1328712741 1635
1328714484 1665
1328714847 1676
1328714939 1676
1328719459 1867
1328726124 2095
1328726129 2195
1328884669 14837
1328885054 15456
1328973876 15582
1328973952 15600
1329149474 16042
1329149517 16281
1329236421 16886
1329236679 16955
1329325995 16955
1329326035 18375
1329465089 17995
1329465630 18782
1329484971 19469
1329502362 19483
1329502399 19672
1329764162 19699
1329764264 19790
1329831149 20003
1329838637 21497
1329846225 21497
1329846229 21625
1329904949 21857
1329929096 21960
1329989772 21960
1329993279 21981
1330007534 21982
1330007748 21982
1330016859 21733
1330035060 21747
1330072948 21827
1330250749 21229
1330250824 22367
1330356117 22643
1330356458 22671
1330361192 23194
1330365998 23194
1330422251 23194
1330436787 23139
1330443198 23167
1330527207 23678
1330529108 23904
1330529149 24610
1330536474 24618
1330595858 24618
1330599922 25061
1330611740 25119
1330623403 25579
1330688538 26008
1330688718 25971
1330699655 26564
1330701295 26577
1330938332 26747
1330938346 27206
1330967874 26903
1330967979 26992
1330986112 27029
1330986201 27029
1331033819 27819
1331043196 27819
1331052820 27573
1331071643 27701
1331071781 27837
1331073022 27826
1331243717 28514
1331316885 28628
1331316974 28628
1331578542 28628
1331578572 26525
1331674227 26559
1331743245 24516
1331743380 24516
1331746129 24635
1331750421 24655
1331750485 24617
1331750616 24617
1331752442 24617
1331752471 24835
1331764175 24908
1331827468 26036
1331827473 26036
1331827533 26036
1331833230 26037
1331896101 27111
1331918253 27284
1332109015 29081
1332157527 28370
1332178379 28542
1332243648 28591
1332245533 28519
1332245570 28519
1332245861 28519
1332252644 28562
1332255943 28554
1332267190 30417
1332344176 31904
1332344185 32002
1332346549 32002
1332350291 32028
1332417144 32143
1332418362 32244
1332421966 32622
1332422201 33257
1332428237 33325
1332432731 33594
1332434522 33728
1332437102 33711
1332437107 33743
1332437794 33746
1332516988 34195
1332517403 34335
1332528139 34290
1332528445 34290
1332529242 34290
1332529355 32822
1332580954 32945
1332581490 32945
1332589477 32863
1332589918 32863
1332589924 32950
1332596902 32860
1332597872 32878
1332597878 32934
1332598189 32891
1332599896 32891
1332600246 32891
1332772105 32859
1332772167 33705
1332775792 38125
1332777606 38176
1332780600 38257
1332833076 38342
1332841346 38292
1332864584 39171
1332864592 39361
1332867362 39361
1332934309 39500
1332934339 39577
1332935294 39584
1332947066 39883
1332947583 39916
1332947805 39944
1332948729 39972
1332971606 39972
1333004128 39972
1333031202 39631
1333031454 39821
1333042061 39959
1333042090 40187
1333113834 40187
1333115428 40428
1333116376 40428
1333116640 40428
1333315203 40622
1333315494 40622
1333360543 40805
1333382611 41312
1333385816 41417
1333447152 41413
1333447201 41941
1333450655 41941
1333460575 41559
1333467166 41733
1333473238 41754
1333527625 38259
1333527899 38259
1333532811 38259
1333535736 38390
1333538108 38278
1333543573 38400
1333544862 38435
1333547310 38483
1333554406 38998
1333554429 53046
1333618115 55262
1333618283 55262
1333657060 55045
1333657100 55045
1334002729 55137
1334002786 55137
1334042858 55156
1334154349 55373
1334167760 55440
1334214045 55448
1334218756 55449
1334224999 55847
1334225991 55531
1334246118 55258
1334246341 55281
1334247895 55278
1334249183 55317
1334251093 55317
1334266512 55335
1334326955 53341
1334328718 53363
1334389408 53385
1334389423 53324
1334395203 53348
1334503444 53907
1334575593 54719
1334575646 54778
1334575939 54778
1334575940 54778
1334576495 54778
1334587809 56196
1334589027 56328
1334589689 56328
1334594671 56517
1334595821 56526
1334651742 56592
1334654882 56099
1334655608 56099
1334657856 56099
1334657860 56102
1334663233 56095
1334670959 56121
1334671865 56129
1334679563 56794
1334680187 56794
1334680188 56814
1334680245 56814
1334694776 56814
1334694797 56820
1334734684 56820
1334738446 57095
1334742314 57216
1334742793 57216
1334744006 57224
1334749052 57244
1334749073 57226
1334759921 57105
1334779296 57105
1334826468 57317
1334831150 57330
1334836451 57330
1334838325 57330
1334847539 57449
1334849848 57319
1334857904 57330
1334857921 57330
1334928906 57330
1334928918 57326
1334937893 57428
1335088297 57471
1335088314 57471
1335432589 57471
1335435867 57528
1335437111 57528
1335453797 58543
1335458262 58543
1335518995 58549
1335527824 58874
1335544517 58931
1335778105 58844
1335778111 58844
1335785492 59374
1335787417 59484
1335794707 59498
1335803218 59641
1335804312 59641
1335819131 59641
1335824115 59641
1335856861 59641
1335950388 59614
